# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_1.txt" "align/D45_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_1.bam
SCO5815	NC_003888.3	6359074	6361233	+	2160	637
SCO5816	NC_003888.3	6361399	6363003	+	1605	155
SCO5817	NC_003888.3	6363009	6363893	+	885	358
SCO5818	NC_003888.3	6363949	6366183	+	2235	433
SCO5819	NC_003888.3	6366349	6367236	+	888	5064
SCO5820	NC_003888.3	6367665	6369200	+	1536	8254
SCO5821	NC_003888.3	6369367	6370224	+	858	4558
SCO5822	NC_003888.3	6371006	6373129	+	2124	2388
SCO5823	NC_003888.3	6373348	6373872	+	525	105
SCO5824	NC_003888.3	6373869	6375023	+	1155	139
SCO5825	NC_003888.3	6375020	6375709	+	690	126
SCO5826	NC_003888.3	6375779	6376357	+	579	1412
SCO5827	NC_003888.3	6376354	6377946	+	1593	1785
SCO5828	NC_003888.3	6377983	6378663	-	681	274
SCO5829	NC_003888.3	6378660	6380360	-	1701	260
SCO5830	NC_003888.3	6380416	6381357	-	942	694
SCO5831	NC_003888.3	6381412	6382677	-	1266	166
SCO5832	NC_003888.3	6382802	6383974	+	1173	110
SCO5833	NC_003888.3	6384115	6384351	-	237	2504
SCO5834	NC_003888.3	6384501	6385247	-	747	422
SCO5835	NC_003888.3	6385339	6386427	+	1089	293
SCO5836	NC_003888.3	6386424	6388880	-	2457	1809
SCO5837	NC_003888.3	6389216	6390568	+	1353	1170
SCO5838	NC_003888.3	6390565	6391953	+	1389	1103
SCO5839	NC_003888.3	6392322	6393074	+	753	422
SCO5840	NC_003888.3	6393195	6393890	+	696	185
SCO5841	NC_003888.3	6394045	6394326	-	282	448
SCO5842	NC_003888.3	6394529	6397648	+	3120	1202
SCO5843	NC_003888.3	6397754	6398341	+	588	720
SCO5844	NC_003888.3	6398341	6399534	+	1194	513
SCO5845	NC_003888.3	6399582	6400232	+	651	128
SCO5846	NC_003888.3	6400262	6402331	-	2070	67
SCO5847	NC_003888.3	6402599	6403366	+	768	176
SCO5848	NC_003888.3	6403579	6404886	+	1308	269
SCO5849	NC_003888.3	6404883	6406040	+	1158	115
SCO5850	NC_003888.3	6406090	6407082	+	993	113
SCO5851	NC_003888.3	6407079	6408017	+	939	100
SCO5852	NC_003888.3	6408122	6408970	+	849	184
SCO5853	NC_003888.3	6409025	6409828	-	804	440
SCO5854	NC_003888.3	6410064	6410915	+	852	520
SCO5855	NC_003888.3	6411199	6412257	-	1059	3584
SCO5856	NC_003888.3	6412730	6413614	+	885	255
SCO5857	NC_003888.3	6413538	6414875	-	1338	300
SCO5858	NC_003888.3	6414817	6415998	-	1182	430
SCO5859	NC_003888.3	6416236	6417363	+	1128	1253
SCO5860	NC_003888.3	6417372	6418190	+	819	783
SCO5861	NC_003888.3	6418515	6419081	+	567	2088
SCO5862	NC_003888.3	6419308	6419961	+	654	313
SCO5863	NC_003888.3	6419968	6421212	+	1245	385
SCO5864	NC_003888.3	6421618	6421914	+	297	2644
SCO5865	NC_003888.3	6421928	6422881	+	954	1293
SCO5866	NC_003888.3	6422895	6423359	-	465	251
SCO5867	NC_003888.3	6423417	6424001	+	585	358
SCO5868	NC_003888.3	6423998	6424549	+	552	837
SCO5869	NC_003888.3	6424551	6425303	+	753	1840
SCO5870	NC_003888.3	6425493	6426185	+	693	262
SCO5871	NC_003888.3	6426319	6428865	+	2547	655
SCO5872	NC_003888.3	6428862	6429545	+	684	85
SCO5873	NC_003888.3	6429542	6430006	+	465	752
SCO5874	NC_003888.3	6430010	6430828	+	819	979
SCO5875	NC_003888.3	6430947	6431627	-	681	353
SCO5876	NC_003888.3	6431627	6432298	-	672	486
SCO5877	NC_003888.3	6432566	6433618	+	1053	114
SCO5878	NC_003888.3	6433668	6436616	+	2949	248
SCO5879	NC_003888.3	6436613	6437788	+	1176	92
SCO5880	NC_003888.3	6437814	6438134	+	321	52
SCO5881	NC_003888.3	6438206	6438859	-	654	383
SCO5882	NC_003888.3	6439123	6440310	-	1188	65
SCO5883	NC_003888.3	6440423	6441208	-	786	25
SCO5884	NC_003888.3	6441276	6442166	-	891	70
SCO5885	NC_003888.3	6442174	6442614	-	441	53
SCO5886	NC_003888.3	6442753	6443976	-	1224	182
SCO5887	NC_003888.3	6443973	6444218	-	246	95
SCO5888	NC_003888.3	6444587	6445594	+	1008	151
SCO5889	NC_003888.3	6445654	6445917	+	264	23
SCO5890	NC_003888.3	6445914	6447836	+	1923	159
SCO5891	NC_003888.3	6447950	6449548	+	1599	94
SCO5892	NC_003888.3	6449549	6456442	+	6894	233
SCO5893	NC_003888.3	6456446	6457489	+	1044	44
SCO5894	NC_003888.3	6457476	6458318	+	843	43
SCO5895	NC_003888.3	6458306	6459394	+	1089	53
SCO5896	NC_003888.3	6459417	6462218	+	2802	135
SCO5897	NC_003888.3	6462296	6463483	+	1188	258
SCO5898	NC_003888.3	6463526	6464206	+	681	217
SCO5899	NC_003888.3	6464371	6465258	+	888	507
SCO5900	NC_003888.3	6465627	6467702	+	2076	607
SCO5901	NC_003888.3	6467755	6469131	+	1377	655
SCO5904	NC_003888.3	6470494	6470874	-	381	15
SCO5905	NC_003888.3	6470909	6473452	-	2544	78
SCO5906	NC_003888.3	6473606	6474202	+	597	52
SCO5907	NC_003888.3	6474317	6474436	-	120	2
SCO5908	NC_003888.3	6474517	6474711	+	195	7
SCO5909	NC_003888.3	6474708	6474914	+	207	14
SCO5910	NC_003888.3	6474947	6475291	+	345	20
SCO5911	NC_003888.3	6475426	6476991	-	1566	183
SCO5912	NC_003888.3	6477438	6480035	+	2598	55
SCO5913	NC_003888.3	6480200	6481435	+	1236	39
SCO5914	NC_003888.3	6481608	6482600	-	993	689
SCO5915	NC_003888.3	6482843	6483358	+	516	78
SCO5916	NC_003888.3	6483675	6484187	+	513	48
SCO5917	NC_003888.3	6484965	6485303	+	339	120
SCO5918	NC_003888.3	6486961	6487272	-	312	58
SCO5919	NC_003888.3	6487321	6487725	-	405	45
SCO5920	NC_003888.3	6487772	6489268	-	1497	45
SCO5921	NC_003888.3	6489617	6489820	-	204	140
SCO5922	NC_003888.3	6490462	6491442	-	981	102
SCO5923	NC_003888.3	6492065	6493150	-	1086	8
SCO5924	NC_003888.3	6493143	6494912	-	1770	46
SCO5925	NC_003888.3	6494967	6495218	-	252	7
SCO5926	NC_003888.3	6495215	6495736	-	522	20
SCO5927	NC_003888.3	6495872	6496093	-	222	6
SCO5928	NC_003888.3	6496282	6496986	-	705	39
SCO5929	NC_003888.3	6497455	6498231	-	777	48
SCO5930	NC_003888.3	6498298	6499377	+	1080	46
SCO5931	NC_003888.3	6499512	6500945	-	1434	94
SCO5932	NC_003888.3	6501336	6502763	+	1428	36
SCO5933	NC_003888.3	6502747	6503922	-	1176	243
SCO5934	NC_003888.3	6504150	6504752	+	603	153
SCO5935	NC_003888.3	6504749	6505642	+	894	163
SCO5936	NC_003888.3	6505626	6505787	-	162	13
SCO5937	NC_003888.3	6505802	6506170	-	369	42
SCO5938	NC_003888.3	6506167	6506775	-	609	186
SCO5939	NC_003888.3	6506808	6507281	+	474	6
SCO5940	NC_003888.3	6507329	6507988	+	660	54
SCO5941	NC_003888.3	6507985	6509133	+	1149	45
SCO5942	NC_003888.3	6509216	6509833	+	618	164
SCO5943	NC_003888.3	6510025	6510810	+	786	3
SCO5944	NC_003888.3	6510803	6511951	+	1149	7
SCO5945	NC_003888.3	6511948	6513768	+	1821	31
SCO5946	NC_003888.3	6513765	6514538	+	774	37
SCO5947	NC_003888.3	6514553	6515950	+	1398	24
SCO5948	NC_003888.3	6515947	6517140	+	1194	18
SCO5949	NC_003888.3	6517425	6517973	+	549	28
SCO5950	NC_003888.3	6518093	6519544	-	1452	28
SCO5951	NC_003888.3	6519692	6520303	+	612	95
SCO5952	NC_003888.3	6520547	6521299	+	753	675
SCO5953	NC_003888.3	6521302	6524043	+	2742	237
SCO5954	NC_003888.3	6524142	6526439	+	2298	92
SCO5955	NC_003888.3	6526506	6526940	-	435	56
SCO5956	NC_003888.3	6526903	6527715	+	813	129
SCO5957	NC_003888.3	6527871	6529472	+	1602	98
SCO5958	NC_003888.3	6529489	6530343	-	855	280
SCO5959	NC_003888.3	6530340	6531089	-	750	269
SCO5960	NC_003888.3	6531090	6531446	-	357	218
SCO5961	NC_003888.3	6531443	6532141	-	699	718
SCO5962	NC_003888.3	6532428	6533018	-	591	25
SCO5963	NC_003888.3	6533083	6533658	-	576	132
SCO5964	NC_003888.3	6533655	6535013	-	1359	967
SCO5965	NC_003888.3	6535301	6535768	+	468	6665
SCO5966	NC_003888.3	6535912	6539055	-	3144	2251
SCO5967	NC_003888.3	6539260	6539670	+	411	233
SCO5968	NC_003888.3	6539766	6540974	+	1209	484
SCO5969	NC_003888.3	6540971	6541324	+	354	85
SCO5970	NC_003888.3	6541507	6541977	+	471	741
SCO5971	NC_003888.3	6542306	6543229	+	924	701
SCO5972	NC_003888.3	6543305	6544900	+	1596	1156
SCO5973	NC_003888.3	6544981	6547509	+	2529	694
SCO5974	NC_003888.3	6547561	6548856	-	1296	106
SCO5975	NC_003888.3	6549048	6550304	+	1257	275
SCO5976	NC_003888.3	6550399	6551406	+	1008	236
SCO5977	NC_003888.3	6551536	6552975	+	1440	132
SCO5978	NC_003888.3	6552935	6553420	-	486	55
SCO5979	NC_003888.3	6553552	6554379	+	828	70
SCO5980	NC_003888.3	6554384	6556789	+	2406	108
SCO5981	NC_003888.3	6556777	6557688	-	912	126
SCO5982	NC_003888.3	6557772	6558617	-	846	168
SCO5983	NC_003888.3	6558619	6560310	-	1692	177
SCO5984	NC_003888.3	6560442	6561617	+	1176	118
SCO5985	NC_003888.3	6561614	6562012	+	399	60
SCO5986	NC_003888.3	6562040	6562867	+	828	247
SCO5987	NC_003888.3	6562884	6563093	-	210	123
SCO5988	NC_003888.3	6563335	6563778	+	444	833
SCO5989	NC_003888.3	6563897	6564781	-	885	1114
SCO5990	NC_003888.3	6564792	6565028	-	237	342
SCO5991	NC_003888.3	6565263	6565649	+	387	168
SCO5992	NC_003888.3	6565701	6566195	+	495	24
SCO5993	NC_003888.3	6566262	6567074	+	813	27
SCO5994	NC_003888.3	6567071	6567973	+	903	19
SCO5995	NC_003888.3	6568057	6568779	+	723	1034
SCO5996	NC_003888.3	6568779	6571592	+	2814	1289
SCO5997	NC_003888.3	6572032	6572550	+	519	427
SCO5998	NC_003888.3	6573186	6574715	-	1530	2823
SCO5999	NC_003888.3	6575305	6578019	+	2715	3319
SCO6000	NC_003888.3	6578236	6578481	+	246	620
SCO6001	NC_003888.3	6578520	6578807	+	288	245
SCO6002	NC_003888.3	6578743	6579171	-	429	184
SCO6003	NC_003888.3	6579213	6580073	-	861	322
SCO6004	NC_003888.3	6580256	6584062	-	3807	413
SCO6005	NC_003888.3	6584624	6586033	+	1410	824
SCO6006	NC_003888.3	6586041	6587102	+	1062	415
SCO6007	NC_003888.3	6587099	6588007	+	909	170
SCO6008	NC_003888.3	6588242	6589453	+	1212	206
SCO6009	NC_003888.3	6589575	6590690	+	1116	456
SCO6010	NC_003888.3	6590859	6591641	+	783	134
SCO6011	NC_003888.3	6591638	6592930	+	1293	189
SCO6012	NC_003888.3	6593034	6594557	-	1524	39
SCO6013	NC_003888.3	6594926	6596854	+	1929	3259
SCO6014	NC_003888.3	6597042	6598553	+	1512	1735
SCO6015	NC_003888.3	6598656	6599033	-	378	162
SCO6018	NC_003888.3	6600024	6601049	+	1026	87
SCO6019	NC_003888.3	6601234	6602355	+	1122	247
SCO6020	NC_003888.3	6602452	6603552	-	1101	134
SCO6021	NC_003888.3	6603996	6605621	+	1626	189
SCO6022	NC_003888.3	6605637	6607259	+	1623	45
SCO6023	NC_003888.3	6607256	6609016	+	1761	32
SCO6024	NC_003888.3	6609013	6611106	+	2094	56
SCO6025	NC_003888.3	6611138	6613105	+	1968	66
SCO6026	NC_003888.3	6613171	6615300	-	2130	578
SCO6027	NC_003888.3	6615297	6616514	-	1218	424
SCO6028	NC_003888.3	6616708	6617892	-	1185	1066
SCO6029	NC_003888.3	6618177	6618839	-	663	2264
SCO6030	NC_003888.3	6619133	6619849	-	717	515
SCO6031	NC_003888.3	6620001	6621068	+	1068	976
SCO6032	NC_003888.3	6621097	6622617	-	1521	161
SCO6033	NC_003888.3	6623033	6624127	+	1095	272
SCO6034	NC_003888.3	6624109	6625437	+	1329	70
SCO6035	NC_003888.3	6625434	6626642	+	1209	53
SCO6036	NC_003888.3	6626635	6627204	+	570	24
SCO6037	NC_003888.3	6627211	6628443	+	1233	54
SCO6038	NC_003888.3	6628480	6629631	-	1152	308
SCO6039	NC_003888.3	6629805	6631202	-	1398	497
SCO6040	NC_003888.3	6631230	6632213	-	984	73
SCO6041	NC_003888.3	6632494	6633978	+	1485	609
SCO6042	NC_003888.3	6633983	6634714	+	732	1004
SCO6043	NC_003888.3	6634715	6636346	-	1632	888
SCO6044	NC_003888.3	6636431	6637228	-	798	597
SCO6045	NC_003888.3	6637343	6638659	-	1317	490
SCO6046	NC_003888.3	6638803	6639552	-	750	168
SCO6047	NC_003888.3	6639597	6640451	+	855	85
SCO6048	NC_003888.3	6640448	6641122	+	675	223
SCO6049	NC_003888.3	6641114	6641344	-	231	209
SCO6050	NC_003888.3	6641362	6642231	-	870	609
SCO6051	NC_003888.3	6642322	6643863	-	1542	886
SCO6052	NC_003888.3	6643915	6645312	-	1398	688
SCO6053	NC_003888.3	6645402	6646190	-	789	359
SCO6054	NC_003888.3	6646291	6647781	-	1491	116
SCO6055	NC_003888.3	6647790	6648371	-	582	30
SCO6056	NC_003888.3	6648450	6648851	-	402	52
SCO6057	NC_003888.3	6649041	6650093	-	1053	121
SCO6058	NC_003888.3	6650674	6651471	+	798	163
SCO6059	NC_003888.3	6651616	6652161	+	546	536
SCO6060	NC_003888.3	6652235	6653623	+	1389	988
SCO6061	NC_003888.3	6653637	6654044	+	408	803
SCO6062	NC_003888.3	6654298	6655458	+	1161	280
SCO6063	NC_003888.3	6655455	6656168	+	714	28
SCO6064	NC_003888.3	6656165	6656830	+	666	30
SCO6065	NC_003888.3	6656904	6657866	+	963	436
SCO6066	NC_003888.3	6657898	6658443	-	546	69
SCO6067	NC_003888.3	6658496	6658855	-	360	32
SCO6068	NC_003888.3	6658857	6659276	-	420	64
SCO6069	NC_003888.3	6659273	6661906	-	2634	236
SCO6070	NC_003888.3	6661975	6662988	-	1014	261
SCO6071	NC_003888.3	6663344	6663991	+	648	344
SCO6072	NC_003888.3	6664069	6666069	+	2001	219
SCO6073	NC_003888.3	6666219	6668399	+	2181	1864
SCO6074	NC_003888.3	6668513	6669124	+	612	446
SCO6075	NC_003888.3	6669117	6669938	-	822	440
SCO6076	NC_003888.3	6670057	6671187	+	1131	1418
SCO6077	NC_003888.3	6671184	6672188	+	1005	658
SCO6078	NC_003888.3	6672199	6673944	-	1746	1026
SCO6079	NC_003888.3	6674122	6674673	+	552	415
SCO6080	NC_003888.3	6675067	6676224	+	1158	204
SCO6081	NC_003888.3	6676232	6678649	-	2418	432
SCO6082	NC_003888.3	6678718	6680826	-	2109	680
SCO6083	NC_003888.3	6681383	6682630	+	1248	632
SCO6084	NC_003888.3	6682745	6683479	+	735	476
SCO6085	NC_003888.3	6683518	6684384	-	867	391
SCO6086	NC_003888.3	6684546	6685493	+	948	88
SCO6087	NC_003888.3	6685490	6686323	+	834	52
SCO6088	NC_003888.3	6686323	6687615	+	1293	87
SCO6089	NC_003888.3	6687926	6688708	+	783	56
SCO6090	NC_003888.3	6688705	6689961	+	1257	235
SCO6091	NC_003888.3	6690041	6692311	-	2271	186
SCO6092	NC_003888.3	6692660	6693208	+	549	356
SCO6093	NC_003888.3	6693222	6693968	-	747	386
SCO6094	NC_003888.3	6693977	6694888	-	912	639
SCO6095	NC_003888.3	6694875	6695669	-	795	889
SCO6096	NC_003888.3	6695702	6696805	-	1104	1362
SCO6097	NC_003888.3	6697066	6698421	-	1356	2880
SCO6098	NC_003888.3	6698424	6699362	-	939	2390
SCO6099	NC_003888.3	6699359	6699895	-	537	1066
SCO6100	NC_003888.3	6700005	6700715	-	711	1990
SCO6101	NC_003888.3	6700712	6700891	-	180	371
SCO6102	NC_003888.3	6700888	6702585	-	1698	5203
SCO6103	NC_003888.3	6702969	6703541	-	573	343
SCO6104	NC_003888.3	6703618	6704931	-	1314	2262
SCO6105	NC_003888.3	6705148	6706437	-	1290	176
SCO6106	NC_003888.3	6706680	6708353	-	1674	667
SCO6107	NC_003888.3	6708580	6709614	+	1035	293
SCO6108	NC_003888.3	6709909	6711471	+	1563	747
SCO6109	NC_003888.3	6711507	6713030	+	1524	522
SCO6110	NC_003888.3	6713089	6714015	-	927	96
SCO6111	NC_003888.3	6714012	6715769	-	1758	55
SCO6112	NC_003888.3	6715766	6716659	-	894	33
SCO6113	NC_003888.3	6716656	6717615	-	960	38
SCO6114	NC_003888.3	6717677	6719485	-	1809	88
SCO6115	NC_003888.3	6719695	6720918	+	1224	92
SCO6116	NC_003888.3	6720968	6722509	+	1542	66
SCO6117	NC_003888.3	6722506	6723300	+	795	33
SCO6118	NC_003888.3	6723322	6724296	+	975	91
SCO6119	NC_003888.3	6724307	6724990	+	684	40
SCO6120	NC_003888.3	6725136	6725624	+	489	128
SCO6121	NC_003888.3	6725692	6726270	-	579	105
SCO6122	NC_003888.3	6726363	6726809	+	447	18
SCO6123	NC_003888.3	6726883	6727275	-	393	14
SCO6124	NC_003888.3	6727703	6728032	+	330	128
SCO6125	NC_003888.3	6728081	6728752	+	672	203
SCO6126	NC_003888.3	6728774	6729088	-	315	363
SCO6127	NC_003888.3	6729231	6730739	+	1509	889
SCO6128	NC_003888.3	6730693	6730926	-	234	151
SCO6129	NC_003888.3	6730923	6731834	-	912	343
SCO6130	NC_003888.3	6731917	6732270	+	354	21
SCO6131	NC_003888.3	6732336	6733691	-	1356	345
SCO6132	NC_003888.3	6733884	6734480	-	597	23
SCO6133	NC_003888.3	6734477	6735859	-	1383	77
SCO6134	NC_003888.3	6735856	6736854	-	999	73
SCO6135	NC_003888.3	6736851	6737525	-	675	16
SCO6136	NC_003888.3	6737522	6738541	-	1020	113
SCO6137	NC_003888.3	6738552	6739466	-	915	162
SCO6138	NC_003888.3	6739546	6740469	+	924	9
SCO6139	NC_003888.3	6740466	6741632	+	1167	633
SCO6140	NC_003888.3	6741629	6742288	+	660	204
SCO6141	NC_003888.3	6742307	6742909	-	603	64
SCO6142	NC_003888.3	6742955	6743446	+	492	20
SCO6143	NC_003888.3	6743443	6744198	+	756	34
SCO6144	NC_003888.3	6744201	6744770	-	570	142
SCO6145	NC_003888.3	6744922	6746640	+	1719	35
SCO6146	NC_003888.3	6746637	6747161	+	525	56
SCO6147	NC_003888.3	6747192	6748448	-	1257	229
SCO6148	NC_003888.3	6748555	6749883	+	1329	819
SCO6149	NC_003888.3	6750131	6751231	+	1101	10929
SCO6150	NC_003888.3	6751304	6752737	+	1434	1902
SCO6151	NC_003888.3	6752734	6753294	+	561	384
SCO6152	NC_003888.3	6753257	6753739	-	483	303
SCO6153	NC_003888.3	6753801	6754784	-	984	314
SCO6154	NC_003888.3	6755707	6756879	+	1173	355
SCO6155	NC_003888.3	6756908	6758650	+	1743	2902
SCO6156	NC_003888.3	6758794	6759201	+	408	524
SCO6157	NC_003888.3	6759259	6760323	-	1065	2500
SCO6158	NC_003888.3	6760581	6761426	-	846	558
SCO6159	NC_003888.3	6761595	6762416	+	822	471
SCO6160	NC_003888.3	6762662	6765049	-	2388	83
SCO6161	NC_003888.3	6765129	6765518	-	390	16
SCO6162	NC_003888.3	6765623	6766405	-	783	96
SCO6163	NC_003888.3	6766414	6767325	-	912	165
SCO6164	NC_003888.3	6767705	6768031	+	327	14
SCO6165	NC_003888.3	6768101	6768478	+	378	8
SCO6166	NC_003888.3	6768481	6769299	+	819	22
SCO6167	NC_003888.3	6769408	6770778	+	1371	47
SCO6168	NC_003888.3	6770801	6771589	-	789	88
SCO6169	NC_003888.3	6771761	6773470	-	1710	867
SCO6170	NC_003888.3	6773787	6774677	+	891	392
SCO6171	NC_003888.3	6774677	6775267	+	591	171
SCO6172	NC_003888.3	6775270	6777756	+	2487	593
SCO6173	NC_003888.3	6777908	6779365	+	1458	152
SCO6174	NC_003888.3	6779417	6780604	+	1188	91
SCO6175	NC_003888.3	6780609	6781592	+	984	71
SCO6176	NC_003888.3	6781601	6782431	-	831	123
SCO6177	NC_003888.3	6782568	6783008	-	441	170
SCO6178	NC_003888.3	6783029	6783811	-	783	84
SCO6179	NC_003888.3	6783983	6784975	+	993	502
SCO6180	NC_003888.3	6785096	6786736	+	1641	1437
SCO6181	NC_003888.3	6786733	6787767	+	1035	556
SCO6182	NC_003888.3	6787764	6788621	+	858	382
SCO6183	NC_003888.3	6788618	6789625	+	1008	305
SCO6184	NC_003888.3	6789622	6790572	+	951	432
SCO6185	NC_003888.3	6790569	6791789	+	1221	968
SCO6186	NC_003888.3	6791786	6792481	+	696	521
SCO6187	NC_003888.3	6792478	6793869	+	1392	602
SCO6188	NC_003888.3	6793866	6795566	+	1701	749
SCO6189	NC_003888.3	6795563	6796516	+	954	158
SCO6190	NC_003888.3	6796513	6797409	+	897	177
SCO6191	NC_003888.3	6797459	6798373	-	915	70
SCO6192	NC_003888.3	6798812	6799918	+	1107	81
SCO6193	NC_003888.3	6800241	6803072	-	2832	358
SCO6194	NC_003888.3	6803232	6804071	-	840	242
SCO6195	NC_003888.3	6804196	6805872	+	1677	422
SCO6196	NC_003888.3	6805869	6807494	+	1626	595
SCO6197	NC_003888.3	6807680	6808222	-	543	2520
SCO6198	NC_003888.3	6808799	6812269	+	3471	1433
SCO6199	NC_003888.3	6812417	6814648	+	2232	456
SCO6200	NC_003888.3	6814657	6815349	-	693	100
SCO6201	NC_003888.3	6815497	6817281	+	1785	93
SCO6202	NC_003888.3	6817450	6818094	-	645	854
SCO6203	NC_003888.3	6818162	6818500	-	339	1012
SCO6204	NC_003888.3	6818863	6820326	-	1464	105
SCO6205	NC_003888.3	6820531	6821421	-	891	165
SCO6206	NC_003888.3	6821469	6822308	-	840	140
SCO6207	NC_003888.3	6822463	6822717	+	255	106
SCO6208	NC_003888.3	6822714	6823082	+	369	197
SCO6209	NC_003888.3	6823172	6823747	+	576	43
SCO6210	NC_003888.3	6823744	6824145	+	402	55
SCO6211	NC_003888.3	6824153	6825088	+	936	85
SCO6212	NC_003888.3	6825153	6826568	+	1416	88
SCO6213	NC_003888.3	6826642	6828039	+	1398	75
SCO6214	NC_003888.3	6828295	6829683	+	1389	68
SCO6215	NC_003888.3	6830017	6830142	+	126	55
SCO6216	NC_003888.3	6830158	6830580	-	423	221
SCO6217	NC_003888.3	6830637	6831287	-	651	773
SCO6218	NC_003888.3	6831346	6831945	-	600	447
SCO6219	NC_003888.3	6832135	6835920	+	3786	673
SCO6220	NC_003888.3	6836057	6842608	+	6552	594
SCO6221	NC_003888.3	6842700	6843161	+	462	147
SCO6222	NC_003888.3	6843172	6844380	-	1209	441
SCO6223	NC_003888.3	6844468	6845118	+	651	46
SCO6224	NC_003888.3	6845172	6845987	-	816	136
SCO6225	NC_003888.3	6845987	6847252	-	1266	179
SCO6226	NC_003888.3	6847315	6848841	-	1527	93
SCO6227	NC_003888.3	6848969	6850522	+	1554	188
SCO6228	NC_003888.3	6850590	6851204	+	615	728
SCO6229	NC_003888.3	6851212	6852093	-	882	164
SCO6230	NC_003888.3	6852090	6853064	-	975	67
SCO6231	NC_003888.3	6853107	6854429	-	1323	59
SCO6232	NC_003888.3	6854701	6857163	+	2463	69
SCO6233	NC_003888.3	6857160	6858188	+	1029	117
SCO6234	NC_003888.3	6858440	6859594	+	1155	37
SCO6235	NC_003888.3	6859658	6859903	-	246	110
SCO6236	NC_003888.3	6859900	6860775	-	876	98
SCO6237	NC_003888.3	6860882	6861364	+	483	6
SCO6238	NC_003888.3	6861417	6862082	+	666	62
SCO6239	NC_003888.3	6862307	6863275	-	969	193
SCO6240	NC_003888.3	6863358	6864092	-	735	149
SCO6241	NC_003888.3	6864326	6864658	+	333	33
SCO6242	NC_003888.3	6864755	6865669	+	915	110
SCO6243	NC_003888.3	6865736	6867358	-	1623	578
SCO6244	NC_003888.3	6867543	6868166	-	624	66
SCO6245	NC_003888.3	6868320	6868634	+	315	170
SCO6246	NC_003888.3	6868657	6869469	-	813	339
SCO6247	NC_003888.3	6869725	6871062	+	1338	217
SCO6248	NC_003888.3	6871127	6872257	+	1131	187
SCO6249	NC_003888.3	6872329	6873105	-	777	25
SCO6250	NC_003888.3	6873167	6873760	+	594	16
SCO6251	NC_003888.3	6873849	6874406	+	558	8
SCO6252	NC_003888.3	6874704	6874904	-	201	5
SCO6253	NC_003888.3	6875083	6876336	+	1254	165
SCO6254	NC_003888.3	6876381	6877070	+	690	175
SCO6255	NC_003888.3	6877162	6878175	-	1014	525
SCO6256	NC_003888.3	6878304	6879041	+	738	169
SCO6257	NC_003888.3	6879297	6880301	+	1005	313
SCO6258	NC_003888.3	6880298	6881338	+	1041	197
SCO6259	NC_003888.3	6881335	6882126	+	792	98
SCO6260	NC_003888.3	6882242	6883390	+	1149	635
SCO6261	NC_003888.3	6883459	6883968	+	510	334
SCO6262	NC_003888.3	6884138	6887071	+	2934	1217
SCO6263	NC_003888.3	6887068	6889461	+	2394	357
SCO6264	NC_003888.3	6889624	6890412	+	789	118
SCO6265	NC_003888.3	6890528	6891175	-	648	365
SCO6266	NC_003888.3	6891293	6892237	+	945	221
SCO6267	NC_003888.3	6892353	6893207	+	855	73
SCO6268	NC_003888.3	6893258	6894022	-	765	42
SCO6269	NC_003888.3	6894148	6895200	-	1053	448
SCO6270	NC_003888.3	6895193	6897085	-	1893	1381
SCO6271	NC_003888.3	6897089	6898861	-	1773	1182
SCO6272	NC_003888.3	6899170	6900822	+	1653	15
SCO6273	NC_003888.3	6900898	6907356	-	6459	142
SCO6274	NC_003888.3	6907413	6918143	-	10731	215
SCO6275	NC_003888.3	6918286	6931959	-	13674	82
SCO6276	NC_003888.3	6932285	6933607	+	1323	16
SCO6277	NC_003888.3	6933604	6934464	+	861	58
SCO6278	NC_003888.3	6934507	6936138	+	1632	28
SCO6279	NC_003888.3	6936149	6937705	+	1557	20
SCO6280	NC_003888.3	6938012	6939643	+	1632	101
SCO6281	NC_003888.3	6939907	6941544	+	1638	14
SCO6282	NC_003888.3	6941746	6942543	-	798	93
SCO6283	NC_003888.3	6942661	6943506	+	846	142
SCO6284	NC_003888.3	6943673	6945265	+	1593	173
SCO6285	NC_003888.3	6945280	6945543	+	264	22
SCO6286	NC_003888.3	6945705	6946379	-	675	42
SCO6287	NC_003888.3	6946617	6947423	+	807	28
SCO6288	NC_003888.3	6947584	6948414	+	831	64
SCO6289	NC_003888.3	6948589	6949758	+	1170	71
SCO6290	NC_003888.3	6949755	6950009	+	255	10
SCO6291	NC_003888.3	6950002	6951537	+	1536	79
SCO6292	NC_003888.3	6951534	6952430	+	897	101
SCO6293	NC_003888.3	6952433	6953434	+	1002	84
SCO6294	NC_003888.3	6953679	6954470	-	792	213
SCO6295	NC_003888.3	6954616	6956604	+	1989	529
SCO6296	NC_003888.3	6956543	6957022	-	480	46
SCO6297	NC_003888.3	6957019	6957975	-	957	46
SCO6298	NC_003888.3	6957972	6958898	-	927	54
SCO6299	NC_003888.3	6958987	6959844	-	858	103
SCO6300	NC_003888.3	6959963	6961810	-	1848	66
SCO6301	NC_003888.3	6961931	6962080	-	150	9
SCO6302	NC_003888.3	6962111	6962281	+	171	5
