# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_3.txt" "align/D45_3.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_3.bam
SCO6740	NC_003888.3	7495638	7496600	-	963	646
SCO6741	NC_003888.3	7496667	7497704	+	1038	141
SCO6742	NC_003888.3	7497718	7499361	+	1644	984
SCO6743	NC_003888.3	7499508	7501850	-	2343	4813
SCO6744	NC_003888.3	7501897	7502100	+	204	710
SCO6745	NC_003888.3	7502204	7503082	-	879	79
SCO6746	NC_003888.3	7503189	7504166	+	978	84
SCO6747	NC_003888.3	7504216	7504851	+	636	112
SCO6748	NC_003888.3	7504838	7505611	-	774	188
SCO6749	NC_003888.3	7505756	7506241	+	486	912
SCO6750	NC_003888.3	7506308	7506901	-	594	1666
SCO6751	NC_003888.3	7507178	7508116	-	939	283
SCO6752	NC_003888.3	7508594	7510411	+	1818	2080
SCO6753	NC_003888.3	7510408	7511160	+	753	2165
SCO6754	NC_003888.3	7511187	7512209	+	1023	1930
SCO6755	NC_003888.3	7512283	7512966	+	684	1003
SCO6756	NC_003888.3	7512975	7513847	+	873	937
SCO6757	NC_003888.3	7513947	7514876	+	930	1363
SCO6758	NC_003888.3	7514896	7515657	+	762	982
SCO6759	NC_003888.3	7516017	7516928	+	912	1916
SCO6760	NC_003888.3	7516937	7517875	+	939	1843
SCO6761	NC_003888.3	7517875	7518033	+	159	231
SCO6762	NC_003888.3	7518030	7519466	+	1437	3904
SCO6763	NC_003888.3	7519463	7520599	+	1137	3120
SCO6764	NC_003888.3	7520716	7522758	+	2043	4936
SCO6765	NC_003888.3	7522758	7523399	+	642	815
SCO6766	NC_003888.3	7523406	7524428	+	1023	2129
SCO6767	NC_003888.3	7524433	7525587	+	1155	2197
SCO6768	NC_003888.3	7525613	7527583	+	1971	1910
SCO6769	NC_003888.3	7527584	7528969	+	1386	1556
SCO6770	NC_003888.3	7529043	7529657	+	615	601
SCO6771	NC_003888.3	7529654	7529773	+	120	68
SCO6772	NC_003888.3	7529795	7530658	-	864	829
SCO6773	NC_003888.3	7531179	7532117	+	939	702
SCO6774	NC_003888.3	7532361	7533146	+	786	370
SCO6775	NC_003888.3	7533249	7533869	-	621	235
SCO6776	NC_003888.3	7534102	7535214	+	1113	657
SCO6777	NC_003888.3	7535353	7536285	-	933	424
SCO6778	NC_003888.3	7536362	7537048	-	687	567
SCO6779	NC_003888.3	7537178	7537378	-	201	2
SCO6780	NC_003888.3	7537508	7538713	+	1206	63
SCO6781	NC_003888.3	7538739	7539953	-	1215	163
SCO6782	NC_003888.3	7540064	7541155	-	1092	84
SCO6783	NC_003888.3	7541152	7541619	-	468	48
SCO6784	NC_003888.3	7541642	7542313	-	672	73
SCO6785	NC_003888.3	7542559	7543722	+	1164	21
SCO6786	NC_003888.3	7543722	7544747	+	1026	11
SCO6787	NC_003888.3	7544744	7545892	+	1149	22
SCO6788	NC_003888.3	7545965	7547179	+	1215	23
SCO6789	NC_003888.3	7547223	7549424	+	2202	83
SCO6790	NC_003888.3	7549461	7551299	+	1839	83
SCO6791	NC_003888.3	7551380	7552519	-	1140	36
SCO6792	NC_003888.3	7552594	7553190	+	597	128
SCO6793	NC_003888.3	7553214	7554719	-	1506	26
SCO6794	NC_003888.3	7555369	7557321	+	1953	4141
SCO6795	NC_003888.3	7557438	7557872	+	435	629
SCO6796	NC_003888.3	7557869	7558249	+	381	683
SCO6797	NC_003888.3	7558302	7558856	+	555	912
SCO6798	NC_003888.3	7558853	7559428	+	576	849
SCO6799	NC_003888.3	7559630	7560658	+	1029	115
SCO6800	NC_003888.3	7560698	7561891	+	1194	163
SCO6801	NC_003888.3	7561923	7562825	+	903	145
SCO6802	NC_003888.3	7562872	7563450	+	579	30
SCO6803	NC_003888.3	7563447	7563992	+	546	17
SCO6804	NC_003888.3	7563999	7564382	+	384	73
SCO6805	NC_003888.3	7564533	7565837	+	1305	1581
SCOt63	NC_003888.3	7565958	7566031	+	74	44
SCO6806	NC_003888.3	7566130	7567347	-	1218	270
SCO6807	NC_003888.3	7568251	7570044	-	1794	380
SCO6808	NC_003888.3	7570606	7570968	-	363	724
SCO6809	NC_003888.3	7571107	7572336	-	1230	535
SCO6810	NC_003888.3	7572343	7572801	-	459	805
SCO6811	NC_003888.3	7572869	7574263	-	1395	3217
SCO6812	NC_003888.3	7574420	7574779	+	360	1338
SCO6813	NC_003888.3	7574897	7575238	+	342	859
SCO6814	NC_003888.3	7575359	7576030	-	672	613
SCO6815	NC_003888.3	7576036	7577847	-	1812	783
SCO6816	NC_003888.3	7577851	7578723	-	873	156
SCO6817	NC_003888.3	7579044	7579403	-	360	39
SCO6818	NC_003888.3	7579400	7580935	-	1536	141
SCO6819	NC_003888.3	7580932	7582254	-	1323	97
SCO6820	NC_003888.3	7582309	7584639	-	2331	161
SCO6821	NC_003888.3	7584942	7585664	-	723	199
SCO6822	NC_003888.3	7586410	7587975	+	1566	101
SCO6823	NC_003888.3	7587993	7588445	+	453	546
SCO6824	NC_003888.3	7588532	7589635	-	1104	62
SCO6825	NC_003888.3	7589632	7590327	-	696	47
SCO6826	NC_003888.3	7590412	7591452	-	1041	92
SCO6827	NC_003888.3	7591479	7598555	-	7077	1048
SCO6828	NC_003888.3	7599249	7600730	+	1482	2121
SCO6829	NC_003888.3	7600790	7601569	-	780	833
SCO6830	NC_003888.3	7601654	7602007	+	354	306
SCO6831	NC_003888.3	7602498	7602773	+	276	458
SCO6832	NC_003888.3	7602829	7604424	+	1596	1065
SCO6833	NC_003888.3	7604468	7604947	+	480	164
SCO6834	NC_003888.3	7605261	7606241	-	981	309
SCO6835	NC_003888.3	7606238	7606651	-	414	262
SCO6836	NC_003888.3	7606744	7607052	+	309	212
SCO6837	NC_003888.3	7607049	7608155	+	1107	228
SCO6838	NC_003888.3	7608214	7609278	+	1065	119
SCO6839	NC_003888.3	7609452	7610765	-	1314	99
SCO6840	NC_003888.3	7610762	7612807	-	2046	247
SCO6841	NC_003888.3	7613335	7614387	+	1053	330
SCO6842	NC_003888.3	7614564	7615928	-	1365	34
SCO6843	NC_003888.3	7615994	7617112	-	1119	10
SCO6844	NC_003888.3	7617112	7618383	-	1272	19
SCO6845	NC_003888.3	7618380	7619000	-	621	10
SCO6846	NC_003888.3	7619557	7619880	-	324	92
SCO6847	NC_003888.3	7620290	7620910	-	621	43
SCO6848	NC_003888.3	7621003	7621461	-	459	13
SCO6849	NC_003888.3	7621458	7623185	-	1728	66
SCO6850	NC_003888.3	7623285	7624064	-	780	14
SCO6851	NC_003888.3	7624067	7624633	-	567	10
SCO6852	NC_003888.3	7624664	7625485	-	822	73
SCO6853	NC_003888.3	7625557	7625841	+	285	15
SCO6854	NC_003888.3	7625857	7626660	-	804	40
SCO6855	NC_003888.3	7626657	7627040	-	384	15
SCO6856	NC_003888.3	7627477	7628124	-	648	8
SCO6857	NC_003888.3	7628121	7628879	-	759	14
SCO6858	NC_003888.3	7628905	7629609	-	705	8
SCO6859	NC_003888.3	7629623	7630453	-	831	15
SCO6860	NC_003888.3	7630450	7630887	-	438	8
SCO6861	NC_003888.3	7631006	7632703	-	1698	377
SCO6862	NC_003888.3	7632712	7633056	-	345	122
SCO6863	NC_003888.3	7633190	7633819	-	630	19
SCO6864	NC_003888.3	7633888	7635678	-	1791	158
SCO6865	NC_003888.3	7635675	7636883	-	1209	43
SCO6866	NC_003888.3	7637267	7638457	-	1191	18
SCO6867	NC_003888.3	7638454	7638912	-	459	13
SCO6868	NC_003888.3	7638950	7640056	-	1107	27
SCO6869	NC_003888.3	7640049	7640792	-	744	13
SCO6870	NC_003888.3	7640844	7641461	-	618	8
SCO6871	NC_003888.3	7641501	7642568	-	1068	16
SCO6872	NC_003888.3	7642591	7643502	-	912	8
SCO6873	NC_003888.3	7643492	7643734	-	243	4
SCO6874	NC_003888.3	7643807	7644442	-	636	9
SCO6875	NC_003888.3	7644396	7644821	-	426	5
SCO6876	NC_003888.3	7644900	7645406	-	507	18
SCO6877	NC_003888.3	7645403	7646185	-	783	17
SCO6878	NC_003888.3	7646264	7647787	-	1524	15
SCO6879	NC_003888.3	7647816	7648277	-	462	5
SCO6880	NC_003888.3	7648378	7649820	-	1443	11
SCO6881	NC_003888.3	7649943	7651331	-	1389	56
SCO6882	NC_003888.3	7651368	7652060	-	693	6
SCO6883	NC_003888.3	7652060	7652374	-	315	6
SCO6884	NC_003888.3	7652497	7653630	-	1134	31
SCO6885	NC_003888.3	7654146	7654901	+	756	7
SCO6886	NC_003888.3	7655068	7655703	+	636	6
SCO6887	NC_003888.3	7655700	7656185	+	486	13
SCO6888	NC_003888.3	7656204	7656902	+	699	26
SCO6889	NC_003888.3	7656920	7657660	+	741	34
SCO6890	NC_003888.3	7657809	7658258	+	450	10
SCO6891	NC_003888.3	7658251	7658733	+	483	8
SCO6892	NC_003888.3	7658730	7659212	+	483	32
SCO6893	NC_003888.3	7659287	7659598	+	312	46
SCO6894	NC_003888.3	7659639	7660481	+	843	23
SCO6895	NC_003888.3	7660478	7660993	+	516	10
SCO6896	NC_003888.3	7660990	7662225	+	1236	51
SCO6897	NC_003888.3	7662258	7662569	+	312	0
SCO6898	NC_003888.3	7662638	7663855	+	1218	12
SCO6899	NC_003888.3	7663852	7665003	+	1152	115
SCO6900	NC_003888.3	7665000	7665629	+	630	6
SCO6901	NC_003888.3	7665653	7666519	+	867	30
SCO6902	NC_003888.3	7666548	7667036	+	489	10
SCO6903	NC_003888.3	7667084	7667884	+	801	8
SCO6904	NC_003888.3	7667918	7668928	+	1011	36
SCO6905	NC_003888.3	7669027	7669404	+	378	79
SCO6906	NC_003888.3	7669618	7671207	-	1590	896
SCO6907	NC_003888.3	7671335	7672108	+	774	33
SCO6908	NC_003888.3	7672687	7673991	-	1305	224
SCO6909	NC_003888.3	7674795	7675178	+	384	103
SCO6910	NC_003888.3	7675634	7676473	-	840	58
SCO6913	NC_003888.3	7677996	7678349	+	354	92
SCO6914	NC_003888.3	7678455	7678745	+	291	41
SCO6915	NC_003888.3	7678761	7679582	+	822	66
SCO6916	NC_003888.3	7679755	7680447	-	693	127
SCO6917	NC_003888.3	7680528	7681016	-	489	532
SCO6918	NC_003888.3	7681180	7682922	-	1743	53
SCO6919	NC_003888.3	7682938	7683453	-	516	23
SCO6920	NC_003888.3	7683546	7683878	-	333	12
SCO6921	NC_003888.3	7684057	7685787	-	1731	18
SCO6922	NC_003888.3	7685784	7686425	-	642	5
SCO6923	NC_003888.3	7686586	7687302	-	717	17
SCO6924	NC_003888.3	7687305	7688201	-	897	33
SCO6925	NC_003888.3	7688836	7689048	-	213	29
SCO6926	NC_003888.3	7689630	7690454	+	825	120
SCO6927	NC_003888.3	7691781	7692905	-	1125	560
SCO6928	NC_003888.3	7692907	7694997	-	2091	423
SCO6929	NC_003888.3	7695016	7696275	-	1260	36
SCO6930	NC_003888.3	7696262	7699360	-	3099	196
SCO6931	NC_003888.3	7699447	7699626	-	180	6
SCO6932	NC_003888.3	7699664	7699795	-	132	26
SCO6933	NC_003888.3	7699873	7700322	+	450	13
SCO6934	NC_003888.3	7700261	7700728	-	468	16
SCO6935	NC_003888.3	7700803	7701378	-	576	9
SCO6936	NC_003888.3	7701375	7702028	-	654	18
SCO6937	NC_003888.3	7702025	7702585	-	561	8
SCO6938	NC_003888.3	7702634	7703887	-	1254	27
SCO6939	NC_003888.3	7703970	7704611	-	642	7
SCO6940	NC_003888.3	7704611	7705189	-	579	12
SCO6941	NC_003888.3	7705245	7705652	-	408	112
SCO6942	NC_003888.3	7705649	7706164	-	516	25
SCO6943	NC_003888.3	7706226	7707743	-	1518	40
SCO6944	NC_003888.3	7707771	7709672	-	1902	26
SCO6945	NC_003888.3	7709876	7710085	-	210	3
SCO6946	NC_003888.3	7710167	7710406	+	240	5
SCO6947	NC_003888.3	7710446	7711951	+	1506	288
SCO6948	NC_003888.3	7711970	7712521	+	552	178
SCO6949	NC_003888.3	7712805	7713266	-	462	60
SCO6950	NC_003888.3	7713425	7714828	+	1404	280
SCO6951	NC_003888.3	7714825	7715706	+	882	451
SCO6952	NC_003888.3	7715801	7716844	-	1044	609
SCO6953	NC_003888.3	7717864	7719441	-	1578	687
SCO6954	NC_003888.3	7719817	7722720	+	2904	500
SCO6955	NC_003888.3	7722717	7723481	+	765	105
SCO6956	NC_003888.3	7723478	7725217	+	1740	281
SCO6957	NC_003888.3	7725214	7725813	+	600	73
SCO6958	NC_003888.3	7725810	7726127	+	318	108
SCO6959	NC_003888.3	7726124	7726489	+	366	429
SCO6960	NC_003888.3	7726503	7727039	-	537	1127
SCO6961	NC_003888.3	7727111	7728259	-	1149	955
SCO6962	NC_003888.3	7728261	7729661	-	1401	3176
SCO6963	NC_003888.3	7729774	7730619	-	846	3638
SCO6964	NC_003888.3	7730937	7731587	-	651	404
SCO6965	NC_003888.3	7731590	7731922	-	333	399
SCO6966	NC_003888.3	7732266	7733075	-	810	197
SCO6967	NC_003888.3	7733254	7734441	+	1188	258
SCO6968	NC_003888.3	7734509	7736044	+	1536	207
SCO6969	NC_003888.3	7736107	7736880	+	774	500
SCO6970	NC_003888.3	7736807	7738951	-	2145	3161
SCO6971	NC_003888.3	7739022	7739795	-	774	310
SCO6972	NC_003888.3	7739853	7740392	-	540	115
SCOt64	NC_003888.3	7740493	7740566	+	74	0
SCO6973	NC_003888.3	7740635	7741057	-	423	580
SCO6974	NC_003888.3	7741171	7741956	-	786	68
SCO6975	NC_003888.3	7742010	7743884	-	1875	191
SCO6976	NC_003888.3	7743881	7744777	-	897	122
SCO6977	NC_003888.3	7744831	7745727	-	897	116
SCO6978	NC_003888.3	7745741	7746703	-	963	122
SCO6979	NC_003888.3	7746957	7747979	+	1023	335
SCO6980	NC_003888.3	7747976	7749055	+	1080	160
SCO6981	NC_003888.3	7749062	7750054	+	993	111
SCO6982	NC_003888.3	7750057	7750959	+	903	338
SCO6983	NC_003888.3	7751075	7751488	+	414	1449
SCO6984	NC_003888.3	7751527	7752603	-	1077	1153
SCO6985	NC_003888.3	7752600	7753763	-	1164	140
SCO6986	NC_003888.3	7753893	7754939	+	1047	97
SCO6987	NC_003888.3	7755003	7755470	+	468	53
SCO6988	NC_003888.3	7755621	7756784	-	1164	147
SCO6989	NC_003888.3	7756901	7757431	-	531	49
SCO6990	NC_003888.3	7757496	7758473	-	978	138
SCO6991	NC_003888.3	7758904	7759110	+	207	11
SCOt65	NC_003888.3	7759229	7759302	+	74	12
SCO6992	NC_003888.3	7759825	7760904	-	1080	374
SCO6993	NC_003888.3	7760983	7762803	+	1821	214
SCO6994	NC_003888.3	7762852	7766112	-	3261	426
SCO6995	NC_003888.3	7766257	7767690	+	1434	268
SCO6996	NC_003888.3	7767762	7768337	+	576	226
SCO6997	NC_003888.3	7768334	7768825	+	492	536
SCO6998	NC_003888.3	7768860	7770083	-	1224	3487
SCO6999	NC_003888.3	7770163	7770960	-	798	50
SCO7000	NC_003888.3	7771060	7773279	-	2220	4630
SCO7001	NC_003888.3	7773382	7774443	-	1062	167
SCO7002	NC_003888.3	7774616	7776130	-	1515	330
SCO7003	NC_003888.3	7776162	7777172	-	1011	430
SCO7004	NC_003888.3	7777445	7778884	+	1440	389
SCO7005	NC_003888.3	7778881	7780284	+	1404	167
SCO7006	NC_003888.3	7780281	7781531	+	1251	88
SCO7007	NC_003888.3	7781548	7782447	-	900	83
SCO7008	NC_003888.3	7782661	7784535	+	1875	211
SCO7009	NC_003888.3	7784586	7786367	-	1782	1506
SCO7010	NC_003888.3	7786480	7788084	-	1605	24
SCO7011	NC_003888.3	7788229	7789104	-	876	27
SCO7012	NC_003888.3	7789123	7790082	-	960	27
SCO7013	NC_003888.3	7790150	7791565	-	1416	115
SCO7014	NC_003888.3	7791717	7792730	-	1014	43
SCO7015	NC_003888.3	7792823	7797124	-	4302	182
SCO7016	NC_003888.3	7797371	7798381	-	1011	93
SCO7017	NC_003888.3	7798420	7799325	-	906	69
SCO7018	NC_003888.3	7800083	7801600	+	1518	501
SCO7019	NC_003888.3	7801756	7804737	-	2982	114
SCO7020	NC_003888.3	7805118	7806638	+	1521	34
SCO7021	NC_003888.3	7807021	7808124	+	1104	294
SCO7022	NC_003888.3	7808129	7809061	+	933	310
SCO7023	NC_003888.3	7809224	7810459	+	1236	49
SCO7024	NC_003888.3	7810502	7811068	+	567	107
SCO7025	NC_003888.3	7811193	7812095	-	903	183
SCO7026	NC_003888.3	7812182	7812625	+	444	19
SCO7027	NC_003888.3	7812783	7813802	-	1020	312
SCO7028	NC_003888.3	7813971	7815275	+	1305	1130
SCO7029	NC_003888.3	7815286	7816242	+	957	327
SCO7030	NC_003888.3	7816239	7817057	+	819	198
SCO7031	NC_003888.3	7817054	7819447	+	2394	824
SCO7032	NC_003888.3	7819501	7820142	-	642	100
SCO7033	NC_003888.3	7820139	7821806	-	1668	223
SCO7034	NC_003888.3	7821937	7823205	+	1269	217
SCO7035	NC_003888.3	7823274	7824713	+	1440	172
SCO7036	NC_003888.3	7824771	7826216	+	1446	4008
SCO7037	NC_003888.3	7826610	7830005	+	3396	122
SCO7038	NC_003888.3	7830042	7832324	-	2283	294
SCO7039	NC_003888.3	7832321	7832713	-	393	95
SCO7040	NC_003888.3	7832790	7834235	-	1446	321
SCO7041	NC_003888.3	7834447	7834857	+	411	699
SCO7042	NC_003888.3	7834891	7835298	-	408	329
SCO7043	NC_003888.3	7835383	7835715	+	333	86
SCO7044	NC_003888.3	7835928	7836392	+	465	297
SCO7045	NC_003888.3	7836389	7836733	+	345	57
SCO7046	NC_003888.3	7836730	7837104	+	375	62
SCO7047	NC_003888.3	7837144	7837980	+	837	608
SCO7048	NC_003888.3	7838003	7839046	-	1044	323
SCO7049	NC_003888.3	7839207	7840130	+	924	681
SCO7050	NC_003888.3	7840162	7841403	-	1242	1529
SCO7051	NC_003888.3	7841463	7842710	-	1248	455
SCO7052	NC_003888.3	7842905	7843300	-	396	18
SCO7053	NC_003888.3	7843684	7844103	-	420	19
SCO7054	NC_003888.3	7844184	7844771	+	588	100
SCO7055	NC_003888.3	7844776	7845501	+	726	94
SCO7056	NC_003888.3	7845511	7846272	-	762	351
SCO7057	NC_003888.3	7846397	7847365	-	969	877
SCO7058	NC_003888.3	7847483	7848067	-	585	142
SCO7059	NC_003888.3	7848220	7848921	-	702	195
SCO7060	NC_003888.3	7848995	7849600	-	606	283
SCO7061	NC_003888.3	7849651	7850187	-	537	73
SCO7062	NC_003888.3	7850449	7851291	+	843	278
SCO7063	NC_003888.3	7851281	7853389	-	2109	537
SCO7064	NC_003888.3	7853666	7854562	+	897	30
SCO7065	NC_003888.3	7854655	7855026	+	372	1724
SCO7066	NC_003888.3	7855137	7857152	+	2016	657
SCO7067	NC_003888.3	7857217	7857768	+	552	540
SCO7068	NC_003888.3	7857789	7858376	-	588	2251
SCO7069	NC_003888.3	7858527	7859510	-	984	80
SCO7070	NC_003888.3	7859605	7860771	+	1167	1265
SCO7071	NC_003888.3	7860829	7861221	-	393	1299
SCO7072	NC_003888.3	7861232	7861831	-	600	1491
SCO7073	NC_003888.3	7861881	7862873	-	993	2533
SCO7074	NC_003888.3	7863191	7863367	+	177	6
SCO7075	NC_003888.3	7863791	7864483	+	693	158
SCO7076	NC_003888.3	7864480	7865931	+	1452	302
SCO7077	NC_003888.3	7866148	7868298	-	2151	351
SCO7078	NC_003888.3	7868683	7869120	-	438	69
SCO7080	NC_003888.3	7869683	7870519	-	837	1461
SCO7081	NC_003888.3	7870734	7871921	-	1188	621
SCO7082	NC_003888.3	7872043	7872507	-	465	83
SCO7083	NC_003888.3	7872697	7872801	-	105	19
SCO7084	NC_003888.3	7872834	7872977	+	144	38
SCO7085	NC_003888.3	7873167	7873427	+	261	48
SCO7086	NC_003888.3	7873600	7873947	-	348	128
SCO7087	NC_003888.3	7873970	7874908	-	939	273
SCO7088	NC_003888.3	7875374	7876051	-	678	49
SCO7089	NC_003888.3	7876048	7877241	-	1194	79
SCO7090	NC_003888.3	7877335	7879581	-	2247	105
SCO7091	NC_003888.3	7879864	7880010	-	147	16
SCO7092	NC_003888.3	7880228	7881130	+	903	105
SCO7093	NC_003888.3	7881841	7884639	+	2799	797
SCO7094	NC_003888.3	7884751	7885962	-	1212	47
SCO7095	NC_003888.3	7886126	7887082	-	957	166
SCO7096	NC_003888.3	7887321	7887665	+	345	45
SCO7097	NC_003888.3	7887694	7888284	-	591	88
SCO7098	NC_003888.3	7888577	7889113	-	537	1000
SCO7099	NC_003888.3	7889266	7890168	-	903	50
SCO7100	NC_003888.3	7890426	7891208	+	783	223
SCO7101	NC_003888.3	7891305	7892660	+	1356	332
SCO7102	NC_003888.3	7892704	7893258	-	555	686
SCO7103	NC_003888.3	7893453	7893752	-	300	5
SCO7104	NC_003888.3	7894195	7895073	+	879	657
SCO7105	NC_003888.3	7895116	7896021	-	906	63
SCO7106	NC_003888.3	7896424	7896690	+	267	49
SCO7107	NC_003888.3	7896813	7897409	-	597	24
SCO7108	NC_003888.3	7897518	7898264	-	747	57
SCO7109	NC_003888.3	7898419	7900149	-	1731	107
SCO7110	NC_003888.3	7900323	7900712	+	390	23
SCO7111	NC_003888.3	7900740	7901153	-	414	90
SCO7112	NC_003888.3	7901360	7902256	-	897	569
SCO7113	NC_003888.3	7902488	7903123	+	636	9
SCO7114	NC_003888.3	7903130	7904521	-	1392	5
SCO7115	NC_003888.3	7904521	7905621	-	1101	9
SCO7116	NC_003888.3	7905713	7906456	-	744	26
SCO7117	NC_003888.3	7906453	7907715	-	1263	10
SCO7118	NC_003888.3	7907864	7908628	-	765	7
SCO7119	NC_003888.3	7908808	7909746	+	939	44
SCO7120	NC_003888.3	7910084	7911703	+	1620	61
SCO7121	NC_003888.3	7911841	7912686	+	846	25
SCO7122	NC_003888.3	7912792	7913283	+	492	3
SCO7123	NC_003888.3	7913374	7914627	-	1254	24
SCO7124	NC_003888.3	7914737	7917424	-	2688	37
SCO7125	NC_003888.3	7917541	7918281	-	741	39
SCO7126	NC_003888.3	7918561	7919013	+	453	53
SCO7127	NC_003888.3	7919133	7919627	-	495	151
SCO7128	NC_003888.3	7919673	7921208	-	1536	28
SCO7129	NC_003888.3	7921324	7921794	-	471	15
SCO7130	NC_003888.3	7922097	7922885	+	789	301
SCO7131	NC_003888.3	7922986	7923936	+	951	329
SCO7132	NC_003888.3	7923955	7924674	+	720	160
SCO7133	NC_003888.3	7924780	7925121	+	342	38
SCO7134	NC_003888.3	7925356	7928127	+	2772	826
SCO7135	NC_003888.3	7928148	7928555	-	408	44
SCO7136	NC_003888.3	7928742	7929485	+	744	34
SCO7137	NC_003888.3	7929510	7932284	-	2775	728
SCO7138	NC_003888.3	7932458	7932790	+	333	14
SCO7139	NC_003888.3	7932929	7934395	+	1467	66
SCO7140	NC_003888.3	7934492	7935322	+	831	146
SCO7141	NC_003888.3	7935350	7935958	-	609	24
SCO7142	NC_003888.3	7936071	7936472	+	402	128
SCO7143	NC_003888.3	7936673	7939486	+	2814	556
SCO7144	NC_003888.3	7939618	7940355	+	738	34
SCO7145	NC_003888.3	7940566	7941048	+	483	7
SCO7146	NC_003888.3	7941058	7941408	+	351	123
SCO7147	NC_003888.3	7941649	7942416	+	768	173
SCO7148	NC_003888.3	7942508	7942861	+	354	28
SCO7149	NC_003888.3	7942893	7943348	+	456	38
SCO7150	NC_003888.3	7943578	7944414	-	837	105
SCO7151	NC_003888.3	7944613	7945416	+	804	29
SCO7152	NC_003888.3	7945453	7946277	+	825	37
SCO7153	NC_003888.3	7946421	7947839	+	1419	604
SCO7154	NC_003888.3	7947903	7948901	-	999	760
SCO7155	NC_003888.3	7949234	7950301	+	1068	44
SCO7156	NC_003888.3	7950408	7950953	-	546	8
SCO7157	NC_003888.3	7950950	7951531	-	582	4
SCO7158	NC_003888.3	7951544	7953982	+	2439	37
SCO7159	NC_003888.3	7954049	7955986	+	1938	224
SCO7160	NC_003888.3	7956000	7956833	-	834	50
SCO7161	NC_003888.3	7956843	7957625	-	783	39
SCO7162	NC_003888.3	7957724	7958647	-	924	16
SCO7163	NC_003888.3	7958644	7959456	-	813	13
SCO7164	NC_003888.3	7959459	7961477	-	2019	57
SCO7165	NC_003888.3	7961479	7962390	-	912	21
SCO7166	NC_003888.3	7962441	7963373	-	933	31
SCO7167	NC_003888.3	7963370	7964647	-	1278	82
SCO7168	NC_003888.3	7964783	7965457	+	675	800
SCO7169	NC_003888.3	7965442	7965876	-	435	72
SCO7170	NC_003888.3	7966015	7968375	+	2361	170
SCO7171	NC_003888.3	7968419	7968850	-	432	256
SCO7172	NC_003888.3	7969170	7969406	+	237	61
SCO7173	NC_003888.3	7969712	7972438	+	2727	1256
SCO7174	NC_003888.3	7972368	7972637	-	270	423
SCO7175	NC_003888.3	7972971	7973441	+	471	72
SCO7176	NC_003888.3	7973481	7977242	-	3762	142
SCO7177	NC_003888.3	7977478	7978122	+	645	22
SCO7178	NC_003888.3	7978110	7978478	+	369	13
SCO7179	NC_003888.3	7978957	7980885	-	1929	298
SCO7180	NC_003888.3	7981070	7981423	-	354	1
SCO7181	NC_003888.3	7981617	7982402	+	786	3
SCO7182	NC_003888.3	7982399	7983112	+	714	5
SCO7183	NC_003888.3	7983160	7984032	+	873	8
SCO7184	NC_003888.3	7984035	7985084	+	1050	12
SCO7185	NC_003888.3	7985081	7986271	+	1191	69
SCO7186	NC_003888.3	7986335	7986640	+	306	66
SCO7187	NC_003888.3	7986672	7988690	-	2019	772
SCO7188	NC_003888.3	7988871	7992590	-	3720	200
SCO7189	NC_003888.3	7992891	7993154	-	264	68
SCO7190	NC_003888.3	7993470	7994357	+	888	233
SCO7191	NC_003888.3	7994561	7995370	-	810	1811
SCO7192	NC_003888.3	7995629	7996294	+	666	127
SCO7193	NC_003888.3	7996511	7997461	+	951	200
SCO7194	NC_003888.3	7997836	7998651	+	816	165
SCO7195	NC_003888.3	7999105	7999371	-	267	69
SCO7196	NC_003888.3	7999751	8000617	-	867	75
SCO7197	NC_003888.3	8000799	8002337	-	1539	425
SCO7198	NC_003888.3	8002667	8003086	-	420	12
SCO7199	NC_003888.3	8003169	8003564	-	396	7
SCO7200	NC_003888.3	8003571	8004116	-	546	19
SCO7201	NC_003888.3	8004272	8004748	+	477	200
SCO7202	NC_003888.3	8004831	8005571	+	741	88
SCO7203	NC_003888.3	8005671	8006447	+	777	224
SCO7204	NC_003888.3	8007146	8007340	-	195	611
SCO7205	NC_003888.3	8007497	8008357	+	861	534
SCO7206	NC_003888.3	8008499	8009599	+	1101	407
SCO7207	NC_003888.3	8009646	8010506	+	861	141
SCO7208	NC_003888.3	8010429	8010662	-	234	23
SCO7209	NC_003888.3	8010715	8010855	-	141	15
SCO7210	NC_003888.3	8010973	8011434	+	462	96
SCO7211	NC_003888.3	8011635	8013374	-	1740	66
SCO7212	NC_003888.3	8013393	8016281	-	2889	89
SCO7213	NC_003888.3	8017040	8017786	+	747	252
SCO7214	NC_003888.3	8017954	8019021	-	1068	1634
SCO7215	NC_003888.3	8019248	8019808	-	561	104
SCO7216	NC_003888.3	8020184	8021290	+	1107	249
SCO7217	NC_003888.3	8021287	8022063	+	777	86
SCO7218	NC_003888.3	8022130	8023167	+	1038	229
SCO7219	NC_003888.3	8023216	8023842	-	627	193
SCO7220	NC_003888.3	8023944	8025947	-	2004	1385
SCO7221	NC_003888.3	8026306	8027475	-	1170	1283
SCO7222	NC_003888.3	8027802	8028512	-	711	82
SCO7223	NC_003888.3	8028659	8029780	+	1122	104
SCO7224	NC_003888.3	8029922	8030377	-	456	75
